Date,User,Component,Action,Target
2023-11-11,b7a56873cd,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,UPDATED,COMPLETION_STATE
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,STUDY_MAT,VIEWED,FOLD
2023-11-11,6566230e3a,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,FOLD,VIEWED,FOLD
2023-11-11,6566230e3a,ASSIGN,VIEWED,ASSIGN
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,6566230e3a,SURVEY,VIEWED,CHOICE
2023-11-11,6566230e3a,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPDATED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,COUR,VIEWED,COUR
2023-11-11,6566230e3a,ASSIGN,VIEWED,ASSIGN
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,6566230e3a,SURVEY,VIEWED,CHOICE
2023-11-11,6566230e3a,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,6566230e3a,SURVEY,VIEWED,CHOICE
2023-11-11,6566230e3a,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,6566230e3a,COUR,VIEWED,COUR
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPDATED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,6566230e3a,SURVEY,VIEWED,CHOICE
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,COUR,VIEWED,CONTENT
2023-11-11,6566230e3a,SYS,VIEWED,CONTENT
2023-11-11,6566230e3a,STUDY_MAT,VIEWED,FOLD
2023-11-11,6566230e3a,FOLD,VIEWED,FOLD
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,VIEWED,ASSIGN
2023-11-11,6566230e3a,COUR,VIEWED,COUR
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPDATED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,COUR,VIEWED,CONTENT
2023-11-11,6566230e3a,FOLD,VIEWED,FOLD
2023-11-11,6566230e3a,STUDY_MAT,VIEWED,FOLD
2023-11-11,b7a56873cd,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,UPDATED,COMPLETION_STATE
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,ASSIGN
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,COUR,VIEWED,CONTENT
2023-11-11,6f4b661212,COUR,VIEWED,COUR
2023-11-11,b7a56873cd,ASSIGN,VIEWED,FEEDBACK
2023-11-11,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-11,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-11,6f4b661212,COUR,VIEWED,CONTENT
2023-11-11,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-11,6f4b661212,COUR,VIEWED,COUR
2023-11-11,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-11,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-11,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6f4b661212,COUR,VIEWED,CONTENT
2023-11-11,b7a56873cd,COUR,VIEWED,CONTENT
2023-11-11,b7a56873cd,ASSIGN,VIEWED,ASSIGN
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,ASSIGN
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,COUR,VIEWED,CONTENT
2023-11-11,b7a56873cd,ASSIGN,VIEWED,FEEDBACK
2023-11-11,b7a56873cd,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,UPDATED,COMPLETION_STATE
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,ASSIGN
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,COUR,VIEWED,CONTENT
2023-11-11,b7a56873cd,ASSIGN,VIEWED,FEEDBACK
2023-11-11,b7a56873cd,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,UPDATED,COMPLETION_STATE
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-11,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-11,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-11,6f4b661212,COUR,VIEWED,CONTENT
2023-11-11,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-11,c75cb66ae2,COUR,VIEWED,CONTENT
2023-11-11,c75cb66ae2,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6f4b661212,COUR,VIEWED,COUR
2023-11-11,c75cb66ae2,ASSIGN,VIEWED,ASSIGN
2023-11-11,c75cb66ae2,ASSIGN,VIEWED,SUBMISSION
2023-11-11,c75cb66ae2,ASSIGN,VIEWED,ASSIGN
2023-11-11,3e1e967e9b,COUR,VIEWED,CONTENT
2023-11-11,c75cb66ae2,COUR,VIEWED,CONTENT
2023-11-11,c75cb66ae2,ASSIGN,VIEWED,SUBMISSION
2023-11-11,c75cb66ae2,ASSIGN,VIEWED,ASSIGN
2023-11-11,c75cb66ae2,COUR,VIEWED,CONTENT
2023-11-11,c75cb66ae2,ASSIGN,VIEWED,SUBMISSION
2023-11-11,c75cb66ae2,ASSIGN,VIEWED,ASSIGN
2023-11-11,c75cb66ae2,COUR,VIEWED,CONTENT
2023-11-11,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-11,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-11,6f4b661212,COUR,VIEWED,COUR
2023-11-11,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-11,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-11,6f4b661212,COUR,VIEWED,CONTENT
2023-11-11,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-11,6f4b661212,COUR,VIEWED,COUR
2023-11-11,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-11,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-11,6f4b661212,COUR,VIEWED,CONTENT
2023-11-11,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-11,6f4b661212,COUR,VIEWED,COUR
2023-11-11,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-11,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-11,6f4b661212,COUR,VIEWED,CONTENT
2023-11-11,b7a56873cd,ASSIGN,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,COUR,VIEWED,CONTENT
2023-11-11,6566230e3a,SYS,VIEWED,CONTENT
2023-11-11,6566230e3a,STUDY_MAT,VIEWED,FOLD
2023-11-11,6566230e3a,ASSIGN,UPDATED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,6566230e3a,SURVEY,VIEWED,CHOICE
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,ASSIGN
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,COUR,VIEWED,CONTENT
2023-11-11,b7a56873cd,ASSIGN,VIEWED,FEEDBACK
2023-11-11,b7a56873cd,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,FEEDBACK
2023-11-11,b7a56873cd,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,COUR,VIEWED,COUR
2023-11-11,6566230e3a,ASSIGN,VIEWED,ASSIGN
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,VIEWED,ASSIGN
2023-11-11,6566230e3a,COUR,VIEWED,COUR
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPDATED,SUBMISSION
2023-11-11,6566230e3a,SURVEY,VIEWED,CHOICE
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,FEEDBACK
2023-11-11,b7a56873cd,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,COUR,VIEWED,CONTENT
2023-11-11,6566230e3a,SYS,VIEWED,CONTENT
2023-11-11,6566230e3a,STUDY_MAT,VIEWED,FOLD
2023-11-11,6566230e3a,FOLD,VIEWED,FOLD
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,SYS,VIEWED,CONTENT
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,ASSIGN
2023-11-11,b7a56873cd,ASSIGN,VIEWED,ASSIGN
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,COUR,VIEWED,CONTENT
2023-11-11,b7a56873cd,ASSIGN,VIEWED,FEEDBACK
2023-11-11,b7a56873cd,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,SURVEY,VIEWED,CHOICE
2023-11-11,6566230e3a,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPDATED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,COUR,VIEWED,COUR
2023-11-11,6566230e3a,ASSIGN,VIEWED,ASSIGN
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,FOLD,VIEWED,FOLD
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,COUR,VIEWED,CONTENT
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,COUR,VIEWED,CONTENT
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,STUDY_MAT,VIEWED,FOLD
2023-11-11,6566230e3a,SYS,VIEWED,CONTENT
2023-11-11,6566230e3a,COUR,VIEWED,CONTENT
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,6566230e3a,SURVEY,VIEWED,CHOICE
2023-11-11,6566230e3a,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPDATED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,COUR,VIEWED,COUR
2023-11-11,6566230e3a,ASSIGN,VIEWED,ASSIGN
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,FOLD,VIEWED,FOLD
2023-11-11,6566230e3a,STUDY_MAT,VIEWED,FOLD
2023-11-11,6566230e3a,SYS,VIEWED,CONTENT
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,STUDY_MAT,VIEWED,FOLD
2023-11-11,6566230e3a,FOLD,VIEWED,FOLD
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,VIEWED,ASSIGN
2023-11-11,6566230e3a,COUR,VIEWED,COUR
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPDATED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,6566230e3a,SURVEY,VIEWED,CHOICE
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,STUDY_MAT,VIEWED,FOLD
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,FOLD,VIEWED,FOLD
2023-11-11,6566230e3a,STUDY_MAT,VIEWED,FOLD
2023-11-11,6566230e3a,SYS,VIEWED,CONTENT
2023-11-11,6566230e3a,COUR,VIEWED,CONTENT
2023-11-11,6566230e3a,COUR,VIEWED,COUR
2023-11-11,6566230e3a,SYS,VIEWED,CONTENT
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPDATED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,6566230e3a,SURVEY,VIEWED,CHOICE
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,6566230e3a,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,COUR,VIEWED,CONTENT
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPDATED,SUBMISSION
2023-11-11,6566230e3a,SURVEY,VIEWED,CHOICE
2023-11-11,6566230e3a,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,SYS,VIEWED,CONTENT
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,COUR,VIEWED,COUR
2023-11-11,6566230e3a,ASSIGN,VIEWED,ASSIGN
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,FOLD,VIEWED,FOLD
2023-11-11,6566230e3a,COUR,VIEWED,CONTENT
2023-11-11,6566230e3a,ASSIGN,VIEWED,ASSIGN
2023-11-11,6566230e3a,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,6566230e3a,SURVEY,VIEWED,CHOICE
2023-11-11,6566230e3a,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,6566230e3a,ASSIGN,UPDATED,SUBMISSION
2023-11-11,6566230e3a,COUR,VIEWED,CONTENT
2023-11-11,6566230e3a,STUDY_MAT,VIEWED,FOLD
2023-11-11,6566230e3a,FOLD,VIEWED,FOLD
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,VIEWED,ASSIGN
2023-11-11,6566230e3a,COUR,VIEWED,COUR
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,SYS,VIEWED,CONTENT
2023-11-11,6566230e3a,COUR,VIEWED,COUR
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,6566230e3a,SYS,VIEWED,CONTENT
2023-11-11,6566230e3a,COUR,VIEWED,CONTENT
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,6566230e3a,SURVEY,VIEWED,CHOICE
2023-11-11,6566230e3a,ASSIGN,UPDATED,SUBMISSION
2023-11-11,6566230e3a,COUR,VIEWED,CONTENT
2023-11-11,6566230e3a,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,FEEDBACK
2023-11-11,6566230e3a,COUR,VIEWED,COUR
2023-11-11,6566230e3a,ASSIGN,VIEWED,ASSIGN
2023-11-11,6566230e3a,SYS,VIEWED,CONTENT
2023-11-11,6566230e3a,STUDY_MAT,VIEWED,FOLD
2023-11-11,6566230e3a,FOLD,VIEWED,FOLD
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,STUDY_MAT,VIEWED,FOLD
2023-11-11,6566230e3a,FOLD,VIEWED,FOLD
2023-11-11,6566230e3a,ASSIGN,UPLOADED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,VIEWED,ASSIGN
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,UPDATED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,VIEWED,ASSIGN
2023-11-11,b7a56873cd,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,SUBMITTED,SUBMISSION
2023-11-11,b7a56873cd,ASSIGN,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,ASSIGN,VIEWED,SUBMISSION
2023-11-11,6566230e3a,LECT,UPDATED,COMPLETION_STATE
2023-11-11,6566230e3a,LECT,VIEWED,ACTIVITY
2023-11-11,6566230e3a,LECT,VIEWED,SUBMISSION
2023-11-11,6566230e3a,MAN,VIEWED,URL
2023-11-11,6566230e3a,SURVEY,VIEWED,CHOICE
2023-11-11,6566230e3a,ASSIGN,UPLOADED,SUBMISSION
2023-10-12,9bdb2af679,MAN,VIEWED,RESOURCE
2023-10-12,1be0034108,LECT,UPDATED,COMPLETION_STATE
2023-10-12,d80eae6e96,ASSIGN,SUBMITTED,SUBMISSION
2023-10-12,d80eae6e96,ASSIGN,UPDATED,COMPLETION_STATE
2023-10-12,d80eae6e96,ASSIGN,CREATED,SUBMISSION
2023-10-12,d80eae6e96,ASSIGN,UPLOADED,SUBMISSION
2023-10-12,1be0034108,SURVEY,ANSWERED,OPTION
2023-10-12,1be0034108,ASSIGN,VIEWED,FEEDBACK
2023-10-12,1be0034108,LECT,VIEWED,ACTIVITY
2023-10-12,1be0034108,SYS,VIEWED,CONTENT
2023-10-12,1be0034108,QUIZ,VIEWED,QUIZ
2023-10-12,1be0034108,COUR,VIEWED,COUR
2023-10-12,1be0034108,SURVEY,VIEWED,CHOICE
2023-10-12,1be0034108,ASSIGN,VIEWED,SUBMISSION
2023-10-12,9bdb2af679,LECT,VIEWED,SUBMISSION
2023-10-12,9bdb2af679,COUR,VIEWED,COUR
2023-10-12,9bdb2af679,MAN,VIEWED,RESOURCE
2023-10-12,9bdb2af679,SYS,VIEWED,CONTENT
2023-10-12,9bdb2af679,ASSIGN,VIEWED,ASSIGN
2023-10-12,9bdb2af679,COUR,VIEWED,CONTENT
2023-10-12,9bdb2af679,ASSIGN,VIEWED,ACTIVITY
2023-10-12,9bdb2af679,ASSIGN,VIEWED,FEEDBACK
2023-10-12,9bdb2af679,ASSIGN,VIEWED,SUBMISSION
2023-10-12,9bdb2af679,LECT,VIEWED,ACTIVITY
2023-10-12,1be0034108,ASSIGN,VIEWED,ASSIGN
2023-10-12,1be0034108,LECT,VIEWED,SUBMISSION
2023-10-12,1be0034108,ASSIGN,VIEWED,FEEDBACK
2023-10-12,1be0034108,ATTEND,VIEWED,REPORT
2023-10-12,eb1e33e8a8,COUR,VIEWED,COUR
2023-10-12,eb1e33e8a8,LECT,VIEWED,SUBMISSION
2023-10-12,eb1e33e8a8,LECT,VIEWED,ACTIVITY
2023-10-12,eb1e33e8a8,LECT,UPDATED,COMPLETION_STATE
2023-10-12,eb1e33e8a8,LECT,VIEWED,SUBMISSION
2023-10-12,d80eae6e96,COUR,VIEWED,COUR
2023-10-12,d80eae6e96,ASSIGN,UPLOADED,SUBMISSION
2023-10-12,d80eae6e96,ASSIGN,CREATED,SUBMISSION
2023-10-12,d80eae6e96,ASSIGN,UPDATED,COMPLETION_STATE
2023-10-12,d80eae6e96,ASSIGN,SUBMITTED,SUBMISSION
2023-10-12,d80eae6e96,ASSIGN,VIEWED,SUBMISSION
2023-10-12,d80eae6e96,ASSIGN,VIEWED,ACTIVITY
2023-10-12,d80eae6e96,ASSIGN,VIEWED,FEEDBACK
2023-10-12,d80eae6e96,ASSIGN,VIEWED,SUBMISSION
2023-10-12,d80eae6e96,COUR,VIEWED,COUR
2023-10-12,1be0034108,COUR,VIEWED,COUR
2023-10-12,1be0034108,SURVEY,VIEWED,CHOICE
2023-10-12,1be0034108,ASSIGN,VIEWED,SUBMISSION
2023-10-12,1be0034108,ASSIGN,VIEWED,ACTIVITY
2023-10-12,d80eae6e96,ASSIGN,VIEWED,SUBMISSION
2023-10-12,1be0034108,ASSIGN,VIEWED,SUBMISSION
2023-10-12,1be0034108,SURVEY,VIEWED,CHOICE
2023-10-12,1be0034108,COUR,VIEWED,COUR
2023-10-12,1be0034108,QUIZ,VIEWED,QUIZ
2023-10-12,1be0034108,ASSIGN,VIEWED,ASSIGN
