Date,User,Component,Action,Target
2023-12-01,39fa9ec190,COUR,VIEWED,CONTENT
2023-12-01,39fa9ec190,COUR,VIEWED,CONTENT
2023-12-01,39fa9ec190,STUDY_MAT,VIEWED,FOLD
2023-12-01,39fa9ec190,COUR,VIEWED,CONTENT
2023-12-01,39fa9ec190,COUR,VIEWED,CONTENT
2023-12-01,39fa9ec190,STUDY_MAT,VIEWED,FOLD
2023-12-01,39fa9ec190,STUDY_MAT,VIEWED,FOLD
2023-12-01,39fa9ec190,COUR,VIEWED,CONTENT
2023-12-01,39fa9ec190,COUR,VIEWED,CONTENT
2023-12-01,39fa9ec190,COUR,VIEWED,CONTENT
2023-12-01,39fa9ec190,COUR,VIEWED,CONTENT
2023-12-01,39fa9ec190,STUDY_MAT,VIEWED,FOLD
2023-10-03,e3d6c4d459,MAN,VIEWED,RESOURCE
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,SUBMITTED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,UPDATED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,UPLOADED,SUBMISSION
2023-10-03,e3d6c4d459,TEST,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,QUIZ,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,QUIZ,REVIEWED,ATTEMPT
2023-10-03,e3d6c4d459,COUR,VIEWED,PAGE
2023-10-03,e3d6c4d459,COUR,VIEWED,COUR
2023-10-03,e3d6c4d459,LECT,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,LECT,UPDATED,COMPLETION_STATE
2023-10-03,e3d6c4d459,LECT,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,COUR,VIEWED,CONTENT
2023-10-03,e3d6c4d459,STUDY_MAT,VIEWED,FOLD
2023-10-03,e3d6c4d459,SYS,VIEWED,CONTENT
2023-10-03,e3d6c4d459,SYS,VIEWED,CONTENT
2023-10-03,e3d6c4d459,QUIZ,REVIEWED,ATTEMPT
2023-10-03,e3d6c4d459,QUIZ,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,TEST,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,ASSIGN,UPLOADED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,SUBMITTED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,MAN,VIEWED,RESOURCE
2023-10-03,e3d6c4d459,COUR,VIEWED,CONTENT
2023-10-03,e3d6c4d459,STUDY_MAT,VIEWED,FOLD
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,FEEDBACK
2023-10-03,e3d6c4d459,SYS,VIEWED,CONTENT
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,ASSIGN
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,ASSIGN
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,FEEDBACK
2023-10-03,e3d6c4d459,ATTEND,VIEWED,SESSION
2023-10-03,e3d6c4d459,COUR,VIEWED,CONTENT
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,ASSIGN
2023-10-03,e3d6c4d459,TEST,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,ASSIGN,UPLOADED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,UPDATED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,SUBMITTED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,MAN,VIEWED,RESOURCE
2023-10-03,e3d6c4d459,COUR,VIEWED,CONTENT
2023-10-03,e3d6c4d459,QUIZ,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,STUDY_MAT,VIEWED,FOLD
2023-10-03,e3d6c4d459,SYS,VIEWED,CONTENT
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,ASSIGN
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,COUR,VIEWED,COUR
2023-10-03,e3d6c4d459,LECT,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,LECT,UPDATED,COMPLETION_STATE
2023-10-03,e3d6c4d459,ATTEND,VIEWED,SESSION
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,FEEDBACK
2023-10-03,e3d6c4d459,QUIZ,REVIEWED,ATTEMPT
2023-10-03,e3d6c4d459,COUR,VIEWED,PAGE
2023-10-03,e3d6c4d459,COUR,VIEWED,COUR
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,FEEDBACK
2023-10-03,e3d6c4d459,STUDY_MAT,VIEWED,FOLD
2023-10-03,e3d6c4d459,COUR,VIEWED,PAGE
2023-10-03,e3d6c4d459,MAN,VIEWED,RESOURCE
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,SUBMITTED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,UPDATED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,UPLOADED,SUBMISSION
2023-10-03,e3d6c4d459,TEST,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,QUIZ,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,QUIZ,REVIEWED,ATTEMPT
2023-10-03,e3d6c4d459,COUR,VIEWED,PAGE
2023-10-03,e3d6c4d459,ATTEND,VIEWED,SESSION
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,LECT,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,LECT,UPDATED,COMPLETION_STATE
2023-10-03,e3d6c4d459,LECT,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,COUR,VIEWED,COUR
2023-10-03,e3d6c4d459,ASSIGN,UPDATED,SUBMISSION
2023-10-03,e3d6c4d459,LECT,UPDATED,COMPLETION_STATE
2023-10-03,e3d6c4d459,ATTEND,VIEWED,SESSION
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,LECT,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,LECT,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,LECT,UPDATED,COMPLETION_STATE
2023-10-03,e3d6c4d459,LECT,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,COUR,VIEWED,COUR
2023-10-03,e3d6c4d459,COUR,VIEWED,PAGE
2023-10-03,e3d6c4d459,QUIZ,REVIEWED,ATTEMPT
2023-10-03,e3d6c4d459,QUIZ,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,TEST,VIEWED,ACTIVITY
2023-10-03,e3d6c4d459,ASSIGN,UPLOADED,SUBMISSION
2023-10-03,e3d6c4d459,LECT,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,SUBMITTED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,UPDATED,SUBMISSION
2023-10-03,e3d6c4d459,LECT,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,ATTEND,VIEWED,SESSION
2023-10-03,e3d6c4d459,MAN,VIEWED,RESOURCE
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,COUR,VIEWED,CONTENT
2023-10-03,e3d6c4d459,STUDY_MAT,VIEWED,FOLD
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,FEEDBACK
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-10-03,e3d6c4d459,SYS,VIEWED,CONTENT
2023-10-03,e3d6c4d459,ASSIGN,VIEWED,ASSIGN
2023-10-04,3e1e967e9b,COUR,VIEWED,CONTENT
2023-11-04,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-04,6f4b661212,COUR,VIEWED,CONTENT
2023-11-04,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-04,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-04,6f4b661212,COUR,VIEWED,COUR
2023-11-04,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-04,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-04,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-04,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-04,6f4b661212,COUR,VIEWED,COUR
2023-11-04,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-04,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-04,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-04,6f4b661212,COUR,VIEWED,CONTENT
2023-11-04,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-04,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-04,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-04,6f4b661212,COUR,VIEWED,COUR
2023-11-04,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-04,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-04,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-04,6f4b661212,COUR,VIEWED,CONTENT
2023-11-04,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-04,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-04,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-04,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-04,6f4b661212,COUR,VIEWED,CONTENT
2023-11-04,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-04,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-04,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-04,6f4b661212,COUR,VIEWED,COUR
2023-11-04,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-04,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-04,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-04,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-04,6f4b661212,COUR,VIEWED,CONTENT
2023-11-04,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-04,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-04,6f4b661212,COUR,VIEWED,COUR
2023-11-04,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-05,6f4b661212,COUR,VIEWED,CONTENT
2023-11-05,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-05,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-05,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-05,6f4b661212,COUR,VIEWED,CONTENT
2023-11-05,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-05,6f4b661212,COUR,VIEWED,COUR
2023-11-05,6f4b661212,COUR,VIEWED,COUR
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-05,6f4b661212,COUR,VIEWED,COUR
2023-11-05,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-05,6f4b661212,COUR,VIEWED,CONTENT
2023-11-05,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-05,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-05,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-05,6f4b661212,COUR,VIEWED,COUR
2023-11-05,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-05,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-05,6f4b661212,COUR,VIEWED,CONTENT
2023-11-05,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,COUR,VIEWED,CONTENT
2023-11-05,0fd42b3f73,COUR,VIEWED,CONTENT
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,ASSIGN
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,SUBMISSION
2023-11-05,0fd42b3f73,COUR,VIEWED,CONTENT
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,ASSIGN
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,SUBMISSION
2023-11-05,0fd42b3f73,COUR,VIEWED,CONTENT
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-05,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-05,6f4b661212,COUR,VIEWED,CONTENT
2023-11-05,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-05,6f4b661212,COUR,VIEWED,COUR
2023-11-05,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,ASSIGN
2023-11-05,0fd42b3f73,COUR,VIEWED,CONTENT
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,SUBMISSION
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,SUBMISSION
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,ASSIGN
2023-11-05,0fd42b3f73,COUR,VIEWED,CONTENT
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,SUBMISSION
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,ASSIGN
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,SUBMISSION
2023-11-05,0fd42b3f73,COUR,VIEWED,CONTENT
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,ASSIGN
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,SUBMISSION
2023-11-05,0fd42b3f73,COUR,VIEWED,CONTENT
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,ASSIGN
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,SUBMISSION
2023-11-05,0fd42b3f73,COUR,VIEWED,CONTENT
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,ASSIGN
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,SUBMISSION
2023-11-05,0fd42b3f73,COUR,VIEWED,CONTENT
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,ASSIGN
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-05,6f4b661212,COUR,VIEWED,CONTENT
2023-11-05,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-05,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-05,6f4b661212,COUR,VIEWED,CONTENT
2023-11-05,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-05,6f4b661212,COUR,VIEWED,COUR
2023-11-05,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-05,6f4b661212,COUR,VIEWED,CONTENT
2023-11-05,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-05,6f4b661212,COUR,VIEWED,COUR
2023-11-05,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-05,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-05,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-05,6f4b661212,COUR,VIEWED,COUR
2023-11-05,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-05,6f4b661212,COUR,VIEWED,CONTENT
2023-11-05,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-05,6f4b661212,COUR,VIEWED,COUR
2023-11-05,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-05,6f4b661212,COUR,VIEWED,COUR
2023-11-05,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-05,6f4b661212,COUR,VIEWED,CONTENT
2023-11-05,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,COUR,VIEWED,COUR
2023-11-05,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-05,5ec1a0c99d,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-05,5ec1a0c99d,COUR,VIEWED,COUR
2023-11-05,5ec1a0c99d,ASSIGN,VIEWED,ACTIVITY
2023-11-05,5ec1a0c99d,COUR,VIEWED,CONTENT
2023-11-05,5ec1a0c99d,COUR,VIEWED,COUR
2023-11-05,5ec1a0c99d,ASSIGN,VIEWED,SUBMISSION
2023-11-05,5ec1a0c99d,ASSIGN,VIEWED,ACTIVITY
2023-11-05,5ec1a0c99d,COUR,VIEWED,CONTENT
2023-11-05,5ec1a0c99d,COUR,VIEWED,COUR
2023-11-05,5ec1a0c99d,ASSIGN,VIEWED,SUBMISSION
2023-11-05,5ec1a0c99d,ASSIGN,VIEWED,ACTIVITY
2023-11-05,5ec1a0c99d,COUR,VIEWED,CONTENT
2023-11-05,5ec1a0c99d,COUR,VIEWED,COUR
2023-11-05,5ec1a0c99d,ASSIGN,VIEWED,SUBMISSION
2023-11-05,5ec1a0c99d,ASSIGN,VIEWED,ACTIVITY
2023-11-05,5ec1a0c99d,COUR,VIEWED,CONTENT
2023-11-05,5ec1a0c99d,COUR,VIEWED,COUR
2023-11-05,5ec1a0c99d,ASSIGN,VIEWED,SUBMISSION
2023-11-05,5ec1a0c99d,ASSIGN,VIEWED,ACTIVITY
2023-11-05,5ec1a0c99d,COUR,VIEWED,CONTENT
2023-11-05,5ec1a0c99d,COUR,VIEWED,COUR
2023-11-05,5ec1a0c99d,ASSIGN,VIEWED,SUBMISSION
2023-11-05,5ec1a0c99d,ASSIGN,VIEWED,ACTIVITY
2023-11-05,5ec1a0c99d,COUR,VIEWED,CONTENT
2023-11-05,5ec1a0c99d,COUR,VIEWED,COUR
2023-11-05,5ec1a0c99d,ASSIGN,VIEWED,SUBMISSION
2023-11-05,5ec1a0c99d,ASSIGN,VIEWED,ACTIVITY
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,5ec1a0c99d,COUR,VIEWED,CONTENT
2023-11-05,0fd42b3f73,COUR,VIEWED,CONTENT
2023-11-05,0fd42b3f73,ASSIGN,VIEWED,ASSIGN
2023-11-05,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-05,6f4b661212,COUR,VIEWED,COUR
2023-11-05,6f4b661212,ASSIGN,VIEWED,ASSIGN
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,SESSION
2023-11-05,6f4b661212,COUR,VIEWED,CONTENT
2023-11-05,6f4b661212,ASSIGN,VIEWED,ACTIVITY
2023-11-05,6f4b661212,ASSIGN,VIEWED,SUBMISSION
2023-11-05,6f4b661212,ATTEND,VIEWED,REPORT
2023-11-05,6f4b661212,COUR,VIEWED,COUR
2023-11-05,6f4b661212,COUR,VIEWED,CONTENT
2023-11-06,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-11-06,e3d6c4d459,LECT,VIEWED,SUBMISSION
2023-11-06,e3d6c4d459,LECT,UPDATED,COMPLETION_STATE
2023-11-06,e3d6c4d459,LECT,VIEWED,ACTIVITY
2023-11-06,e3d6c4d459,COUR,VIEWED,PAGE
2023-11-06,e3d6c4d459,QUIZ,REVIEWED,ATTEMPT
2023-11-06,e3d6c4d459,QUIZ,VIEWED,ACTIVITY
2023-11-06,e3d6c4d459,TEST,VIEWED,ACTIVITY
2023-11-06,e3d6c4d459,ASSIGN,UPLOADED,SUBMISSION
2023-11-06,e3d6c4d459,ASSIGN,UPDATED,SUBMISSION
2023-11-06,e3d6c4d459,ASSIGN,SUBMITTED,SUBMISSION
2023-11-06,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-11-06,e3d6c4d459,MAN,VIEWED,RESOURCE
2023-11-06,e3d6c4d459,COUR,VIEWED,CONTENT
2023-11-06,e3d6c4d459,STUDY_MAT,VIEWED,FOLD
2023-11-06,e3d6c4d459,ASSIGN,VIEWED,FEEDBACK
2023-11-06,e3d6c4d459,SYS,VIEWED,CONTENT
2023-11-06,e3d6c4d459,ASSIGN,VIEWED,ASSIGN
2023-11-06,e3d6c4d459,ASSIGN,VIEWED,SUBMISSION
2023-11-06,e3d6c4d459,ATTEND,VIEWED,SESSION
2023-11-06,e3d6c4d459,COUR,VIEWED,COUR
2023-10-07,73475cb40a,COUR,VIEWED,CONTENT
2023-10-07,73475cb40a,ASSIGN,UPLOADED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,UPDATED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,SUBMITTED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,ASSIGN
2023-10-07,73475cb40a,COUR,VIEWED,CONTENT
2023-10-07,73475cb40a,COUR,VIEWED,CONTENT
2023-10-07,73475cb40a,ASSIGN,UPDATED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,SUBMITTED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,ASSIGN
2023-10-07,73475cb40a,COUR,VIEWED,CONTENT
2023-10-07,73475cb40a,ASSIGN,UPLOADED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,ASSIGN
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,UPLOADED,SUBMISSION
2023-10-07,73475cb40a,COUR,VIEWED,CONTENT
2023-10-07,73475cb40a,ASSIGN,VIEWED,ASSIGN
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,SUBMITTED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,UPDATED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,UPLOADED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,ASSIGN
2023-10-07,73475cb40a,COUR,VIEWED,CONTENT
2023-10-07,73475cb40a,ASSIGN,UPLOADED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,UPDATED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,SUBMITTED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,UPLOADED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,UPDATED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,SUBMITTED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,ASSIGN
2023-10-07,73475cb40a,COUR,VIEWED,CONTENT
2023-10-07,d6f0c71ef0,FOLD,VIEWED,FOLD
2023-10-07,d6f0c71ef0,PAGE,VIEWED,PAGE
2023-10-07,d6f0c71ef0,SYS,VIEWED,CONTENT
2023-10-07,d6f0c71ef0,COUR,VIEWED,CONTENT
2023-10-07,d6f0c71ef0,ASSIGN,VIEWED,SUBMISSION
2023-10-07,d6f0c71ef0,ASSIGN,VIEWED,ASSIGN
2023-10-07,d6f0c71ef0,FOLD,VIEWED,FOLD
2023-10-07,d6f0c71ef0,PAGE,VIEWED,PAGE
2023-10-07,d6f0c71ef0,SYS,VIEWED,CONTENT
2023-10-07,d6f0c71ef0,COUR,VIEWED,CONTENT
2023-10-07,d6f0c71ef0,ASSIGN,VIEWED,SUBMISSION
2023-10-07,d6f0c71ef0,ASSIGN,VIEWED,ASSIGN
2023-10-07,73475cb40a,ASSIGN,UPDATED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,ASSIGN
2023-10-07,73475cb40a,ASSIGN,UPLOADED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,ASSIGN
2023-10-07,73475cb40a,COUR,VIEWED,CONTENT
2023-10-07,73475cb40a,ASSIGN,UPLOADED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,UPDATED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,SUBMITTED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,ASSIGN
2023-10-07,73475cb40a,COUR,VIEWED,CONTENT
2023-10-07,73475cb40a,ASSIGN,UPLOADED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,UPDATED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,SUBMITTED,SUBMISSION
2023-10-07,73475cb40a,ASSIGN,VIEWED,SUBMISSION
